Prénom,Nom,Adresse,Téléphone,Numéro d'étudiant,Adresse courriel,Mot de passe,Code permanent,Sexe,Date de naissance,Session d'études,Profil de formation de l'étudiant,Sigle du cours,Titre du cours,Note finale du cours,Nom du programme,Numéro du programme,Profil de formation du programme
Sara,Gendron,"6357 Bd Monk, Montréal, QC H4E 3H8",438-618-0365,47634970,gendron.sara@univ.teluq.ca,GENS47634970,GENS22108608,Feminin,22-10-1986,Automne 2020,Informatique et technologies de l'information,ADM 6046,Gestion de la sécurité des technologies de l'information,C,"Maîtrise en sciences (technologie de l'information), profil sans mémoire",1810,"Sciences (technologie de l'information), profil sans mémoire"
Sara,Gendron,"6357 Bd Monk, Montréal, QC H4E 3H8",438-618-0365,47634970,gendron.sara@univ.teluq.ca,GENS47634970,GENS22108608,Feminin,22-10-1986,Automne 2020,Informatique et technologies de l'information,ADM 6048,Impartition des technologies de l'information,B,"Maîtrise en sciences (technologie de l'information), profil sans mémoire",1810,"Sciences (technologie de l'information), profil sans mémoire"
Sara,Gendron,"6357 Bd Monk, Montréal, QC H4E 3H8",438-618-0365,47634970,gendron.sara@univ.teluq.ca,GENS47634970,GENS22108608,Feminin,22-10-1986,Automne 2020,Informatique et technologies de l'information,ADM 6050,Analytique d'affaires,B,"Maîtrise en sciences (technologie de l'information), profil sans mémoire",1810,"Sciences (technologie de l'information), profil sans mémoire"
Sara,Gendron,"6357 Bd Monk, Montréal, QC H4E 3H8",438-618-0365,47634970,gendron.sara@univ.teluq.ca,GENS47634970,GENS22108608,Feminin,22-10-1986,Automne 2020,Informatique et technologies de l'information,ENV 6008,Modélisation et systèmes d'aide à la décision en environnement,A,"Maîtrise en sciences (technologie de l'information), profil sans mémoire",1810,"Sciences (technologie de l'information), profil sans mémoire"
Lea-rose,Marquis,"2435 Rue Allard, Montréal, QC H4E 2L3",514-102-5635,17453863,marquis.lea-rose@univ.teluq.ca,MARL17453863,MARL18069002,Feminin,18-06-1990,Hiver 2022,Droit,RIN 1012,Droit et pratique des conventions collectives,A,Programme court en droit et gouvernance de l'entreprise,9007,Droit et gouvernance de l'entreprise
Logan,Messier,"4815 Terr. Labrosse, Saint-Hubert, QC J3Y 3E3",579- 482-9047,18563479,messier.logan@univ.teluq.ca,MESL18563479,MESL19059304,Masculin,19-05-1993,Hiver 2022,Finance,SCO 1205,Initiation à la comptabilité financière,B,Baccalauréat en administration (concentration en comptabilité et finance),6774,Administration (comptabilité et finance)
Logan,Messier,"4815 Terr. Labrosse, Saint-Hubert, QC J3Y 3E3",579- 482-9047,18563479,messier.logan@univ.teluq.ca,MESL18563479,MESL19059304,Masculin,19-05-1993,Hiver 2022,Finance,ADM 1015,Gestion des ressources humaines,A,Baccalauréat en administration (concentration en comptabilité et finance),6774,Administration (comptabilité et finance)
Logan,Messier,"4815 Terr. Labrosse, Saint-Hubert, QC J3Y 3E3",579- 482-9047,18563479,messier.logan@univ.teluq.ca,MESL18563479,MESL19059304,Masculin,19-05-1993,Hiver 2022,Finance,ADM 2006,Les systèmes d'information de gestion,A,Baccalauréat en administration (concentration en comptabilité et finance),6774,Administration (comptabilité et finance)
Logan,Messier,"4815 Terr. Labrosse, Saint-Hubert, QC J3Y 3E3",579- 482-9047,18563479,messier.logan@univ.teluq.ca,MESL18563479,MESL19059304,Masculin,19-05-1993,Hiver 2022,Finance,ECO 1300,Analyse microéconomique,B,Baccalauréat en administration (concentration en comptabilité et finance),6774,Administration (comptabilité et finance)
Elias,Pigeon,"3388 Rue Paré, Saint-Hubert, QC J3Y 4R8",438-730-4652,80354869,pigeon.elias@univ.teluq.ca,PIGE80354869,PIGE22069401,Masculin,22-06-1994,Automne 2020,Administration (économie),ECO 1200,Méthodologie économique,B,Programme court en Administration (économie),979,Administration (économie)
Elias,Pigeon,"3388 Rue Paré, Saint-Hubert, QC J3Y 4R8",438-730-4652,80354869,pigeon.elias@univ.teluq.ca,PIGE80354869,PIGE22069401,Masculin,22-06-1994,Automne 2020,Administration (économie),ECO 1300,Analyse microéconomique,C,Programme court en Administration (économie),979,Administration (économie)
Elias,Pigeon,"3388 Rue Paré, Saint-Hubert, QC J3Y 4R8",438-730-4652,80354869,pigeon.elias@univ.teluq.ca,PIGE80354869,PIGE22069401,Masculin,22-06-1994,Automne 2020,Administration (économie),ECO 2015,Administration (économie) internationale,A,Programme court en Administration (économie),979,Administration (économie)
Elias,Pigeon,"3388 Rue Paré, Saint-Hubert, QC J3Y 4R8",438-730-4652,80354869,pigeon.elias@univ.teluq.ca,PIGE80354869,PIGE22069401,Masculin,22-06-1994,Automne 2020,Administration (économie),FIN 2301,Paradis fiscaux et finance offshore,B,Programme court en Administration (économie),979,Administration (économie)
Olivie,Marois,"3365 Rue Rocheleau, Saint-Hubert, QC J3Y 4T6",579-102-4537,70659352,marois.olivie@univ.teluq.ca,MARO70659352,MARO02029006,Feminin,2/2/1990,Hiver 2022,Sciences,SCI 1021,"Sciences, techniques et civilisations: de l'Antiquité à la Rennaissance",B,Certificat en science et technologie,4401,Science et technologie
Olivie,Marois,"3365 Rue Rocheleau, Saint-Hubert, QC J3Y 4T6",579-102-4537,70659352,marois.olivie@univ.teluq.ca,MARO70659352,MARO02029006,Feminin,2/2/1990,Hiver 2022,Sciences,ENV 1101,Introduction à la gestion des ressources naturelles,B,Certificat en science et technologie,4401,Science et technologie
Olivie,Marois,"3365 Rue Rocheleau, Saint-Hubert, QC J3Y 4T6",579-102-4537,70659352,marois.olivie@univ.teluq.ca,MARO70659352,MARO02029006,Feminin,2/2/1990,Hiver 2022,Sciences,ENV 2010,Gestion des ressources: faune et habitat,A,Certificat en science et technologie,4401,Science et technologie
Olivie,Marois,"3365 Rue Rocheleau, Saint-Hubert, QC J3Y 4T6",579-102-4537,70659352,marois.olivie@univ.teluq.ca,MARO70659352,MARO02029006,Feminin,2/2/1990,Hiver 2022,Sciences,ENV 3111,Gestion environnementale des ressources forestières,A,Certificat en science et technologie,4401,Science et technologie
Megane,Berthiaume,"3335 Rue Avon, Saint-Hubert, QC J3Y 5A7",450-906-1846,18564903,berthaume.megane@univ.teluq.ca,BERM18564903,BERM07048613,Feminin,7/4/1986,Hiver 2021,Lettres et langues,COM 5000,Communication organisationnelle,C,Certificat en pratiques rédactionnelles,4424,Pratiques rédactionnelles
Megane,Berthiaume,"3335 Rue Avon, Saint-Hubert, QC J3Y 5A7",450-906-1846,18564903,berthaume.megane@univ.teluq.ca,BERM18564903,BERM07048613,Feminin,7/4/1986,Hiver 2021,Lettres et langues,RPL 2003,Introduction aux relations publiques,B,Certificat en pratiques rédactionnelles,4424,Pratiques rédactionnelles
Megane,Berthiaume,"3335 Rue Avon, Saint-Hubert, QC J3Y 5A7",450-906-1846,18564903,berthaume.megane@univ.teluq.ca,BERM18564903,BERM07048613,Feminin,7/4/1986,Hiver 2021,Lettres et langues,RPL 2004,Le plan de communication,C,Certificat en pratiques rédactionnelles,4424,Pratiques rédactionnelles
Megane,Berthiaume,"3335 Rue Avon, Saint-Hubert, QC J3Y 5A7",450-906-1846,18564903,berthaume.megane@univ.teluq.ca,BERM18564903,BERM07048613,Feminin,7/4/1986,Hiver 2021,Lettres et langues,COM 2001,La nouvelle communication,A,Certificat en pratiques rédactionnelles,4424,Pratiques rédactionnelles
Lucas,Boulanger,"450 Av. Curé-Cloutier, Laval, QC H7E 4E1",438-547-9742,18026586,boulanger.lucas@univ.teluq.ca,BOUL18026586,BOUL09079306,Masculin,9/7/1993,Été 2020,Finance,FIN 6100,Fondements théoriques de la finance,C,Diplôme d'études supérieures spécialisées en finance d'entreprise,3116,Finance d'entreprise
Lucas,Boulanger,"450 Av. Curé-Cloutier, Laval, QC H7E 4E1",438-547-9742,18026586,boulanger.lucas@univ.teluq.ca,BOUL18026586,BOUL09079306,Masculin,9/7/1993,Été 2020,Finance,FIN 6103,Aspects juridiques de la finance d'entreprise,B,Diplôme d'études supérieures spécialisées en finance d'entreprise,3116,Finance d'entreprise
Lucas,Boulanger,"450 Av. Curé-Cloutier, Laval, QC H7E 4E1",438-547-9742,18026586,boulanger.lucas@univ.teluq.ca,BOUL18026586,BOUL09079306,Masculin,9/7/1993,Été 2020,Finance,FIN 6215,Environnement financier,B,Diplôme d'études supérieures spécialisées en finance d'entreprise,3116,Finance d'entreprise
Lucas,Boulanger,"450 Av. Curé-Cloutier, Laval, QC H7E 4E1",438-547-9742,18026586,boulanger.lucas@univ.teluq.ca,BOUL18026586,BOUL09079306,Masculin,9/7/1993,Été 2020,Finance,FIN 6235,Décisions et sources de financement des entreprises,A,Diplôme d'études supérieures spécialisées en finance d'entreprise,3116,Finance d'entreprise
Alexis,Laberge,"2685 Boul Lévesque E, Laval, QC H7E 2N7",450-230-4658,41945386,laberge.alexis@univ.teluq.ca,LABA41945386,LABA06119408,Masculin,6/11/1994,Automne 2020,Lettres et langues,LIT 4005,Le roman d'amour,A,Majeure en langue et linguistique,6632,Langue et linguistique
Alexis,Laberge,"2685 Boul Lévesque E, Laval, QC H7E 2N7",450-230-4658,41945386,laberge.alexis@univ.teluq.ca,LABA41945386,LABA06119408,Masculin,6/11/1994,Automne 2020,Lettres et langues,LIT 4006,Conteurs et nouvelistes québécois :  de Fred Pellerin à Louis Fréchette ,B,Majeure en langue et linguistique,6632,Langue et linguistique
Alexis,Laberge,"2685 Boul Lévesque E, Laval, QC H7E 2N7",450-230-4658,41945386,laberge.alexis@univ.teluq.ca,LABA41945386,LABA06119408,Masculin,6/11/1994,Automne 2020,Lettres et langues,LIT 4007,Roman et mondialisation,A,Majeure en langue et linguistique,6632,Langue et linguistique
Alexis,Laberge,"2685 Boul Lévesque E, Laval, QC H7E 2N7",450-230-4658,41945386,laberge.alexis@univ.teluq.ca,LABA41945386,LABA06119408,Masculin,6/11/1994,Automne 2020,Lettres et langues,LIT 4101,Création littéraire 1: Pastiches et exercices de style,C,Majeure en langue et linguistique,6632,Langue et linguistique
Kayla,Lacombe,"8642 Rue Réjane, LaSalle, QC H8N 1Z1",514-379-9046,39570783,lacombe.kayla@univ.teluq.ca,LACK39570783,LAKA12018907,Feminin,12/1/1989,Été 2022,Communication,COM 5003,"Organisation, pouvoir et communication",B,Certificat en communication organisationnelle,4379,Communication organisationnelle
Kayla,Lacombe,"8642 Rue Réjane, LaSalle, QC H8N 1Z1",514-379-9046,39570783,lacombe.kayla@univ.teluq.ca,LACK39570783,LAKA12018907,Feminin,12/1/1989,Été 2022,Communication,COM 5008,Communication et environnements organisationnels,A,Certificat en communication organisationnelle,4379,Communication organisationnelle
Kayla,Lacombe,"8642 Rue Réjane, LaSalle, QC H8N 1Z1",514-379-9046,39570783,lacombe.kayla@univ.teluq.ca,LACK39570783,LAKA12018907,Feminin,12/1/1989,Été 2022,Communication,FRA 3008,Écriture en communication,A,Certificat en communication organisationnelle,4379,Communication organisationnelle
Kayla,Lacombe,"8642 Rue Réjane, LaSalle, QC H8N 1Z1",514-379-9046,39570783,lacombe.kayla@univ.teluq.ca,LACK39570783,LAKA12018907,Feminin,12/1/1989,Été 2022,Communication,RPL 2004,Le plan de communication,B,Certificat en communication organisationnelle,4379,Communication organisationnelle
Annie,Lafrance,"8605 Rue David-Boyer, LaSalle, QC H8N 2A2",438-174-5869,50346858,lafrance.annie@univ.teluq.ca,LAFA50346858,LAFA22069115,Feminin,22-06-1991,Été 2020,Informatique et technologies de l'information,INF 2005,Programmation orientée objet avec C++,A,Certificat en informatique appliquée,4128,Informatique appliquée
Annie,Lafrance,"8605 Rue David-Boyer, LaSalle, QC H8N 2A2",438-174-5869,50346858,lafrance.annie@univ.teluq.ca,LAFA50346858,LAFA22069115,Feminin,22-06-1991,Été 2020,Informatique et technologies de l'information,INF 1160,Les réseaux d'entreprise,A,Certificat en informatique appliquée,4128,Informatique appliquée
Annie,Lafrance,"8605 Rue David-Boyer, LaSalle, QC H8N 2A2",438-174-5869,50346858,lafrance.annie@univ.teluq.ca,LAFA50346858,LAFA22069115,Feminin,22-06-1991,Été 2020,Informatique et technologies de l'information,ADM 3028,"Len enjeux éthiques, légaux et sociétaux des TI",B,Certificat en informatique appliquée,4128,Informatique appliquée
Annie,Lafrance,"8605 Rue David-Boyer, LaSalle, QC H8N 2A2",438-174-5869,50346858,lafrance.annie@univ.teluq.ca,LAFA50346858,LAFA22069115,Feminin,22-06-1991,Été 2020,Informatique et technologies de l'information,INF 6400,Gestion de connaissances en informatique,A,Certificat en informatique appliquée,4128,Informatique appliquée
Marie,Goudreau,"3425 Rue Prince Charles, Saint-Hubert, QC J3Y 4X7",579-260-4754,40356972,goudreau.marie@univ.teluq.ca,GOUM40356972,GOUM27039405,Feminin,27-03-1994,Hiver 2021,Sciences,ENV 3013,Écotoxicologie,B,Certificat en science et technologie,4401,Science et technologie
Marie,Goudreau,"3425 Rue Prince Charles, Saint-Hubert, QC J3Y 4X7",579-260-4754,40356972,goudreau.marie@univ.teluq.ca,GOUM40356972,GOUM27039405,Feminin,27-03-1994,Hiver 2021,Sciences,ENV 3017,Santé et environnement,A,Certificat en science et technologie,4401,Science et technologie
Marie,Goudreau,"3425 Rue Prince Charles, Saint-Hubert, QC J3Y 4X7",579-260-4754,40356972,goudreau.marie@univ.teluq.ca,GOUM40356972,GOUM27039405,Feminin,27-03-1994,Hiver 2021,Sciences,ENV 4014,Technologies d'assainissement et prévention de la pollution,C,Certificat en science et technologie,4401,Science et technologie
Marie,Goudreau,"3425 Rue Prince Charles, Saint-Hubert, QC J3Y 4X7",579-260-4754,40356972,goudreau.marie@univ.teluq.ca,GOUM40356972,GOUM27039405,Feminin,27-03-1994,Hiver 2021,Sciences,ENV 1110,Changements climatiques,B,Certificat en science et technologie,4401,Science et technologie
Felix,Paradis,"966 Rue Bessières, Laval, QC H7X 3B3",438-579-2047,46501947,paradis.felix@univ.teluq.ca,PARF46501947,PARF18029203,Masculin,18-02-1992,Automne 2020,Administration,ADM 2010,Gestion de la formation et développement des ressources humaines,C,Baccalauréat en administration (cheminement général bilingue- français/anglais),7364,Administration (cheminement général bilingue - français/anglais)
Felix,Paradis,"966 Rue Bessières, Laval, QC H7X 3B3",438-579-2047,46501947,paradis.felix@univ.teluq.ca,PARF46501947,PARF18029203,Masculin,18-02-1992,Automne 2020,Administration,ADM 4015,Modèles internationaux de gestion des ressources humaines,A,Baccalauréat en administration (cheminement général bilingue- français/anglais),7364,Administration (cheminement général bilingue - français/anglais)
Felix,Paradis,"966 Rue Bessières, Laval, QC H7X 3B3",438-579-2047,46501947,paradis.felix@univ.teluq.ca,PARF46501947,PARF18029203,Masculin,18-02-1992,Automne 2020,Administration,ADM 4020,Gestion du rendement,D,Baccalauréat en administration (cheminement général bilingue- français/anglais),7364,Administration (cheminement général bilingue - français/anglais)
Felix,Paradis,"966 Rue Bessières, Laval, QC H7X 3B3",438-579-2047,46501947,paradis.felix@univ.teluq.ca,PARF46501947,PARF18029203,Masculin,18-02-1992,Automne 2020,Administration,RIN 1008,Introduction aux relations insdustrielles,A,Baccalauréat en administration (cheminement général bilingue- français/anglais),7364,Administration (cheminement général bilingue - français/anglais)
Axelander,Lachapelle,"3090 Rue Henri Dunant, Lachine, QC H8S 1R6",514-573-9347,27594860,lachapelle.alexander@univ.teluq.ca,LACA27594860,LACA26019409,Masculin,26-01-1994,Automne 2022,Finance,ADM 7015,Stratégies de sollicitation en planification financière personnelle,C,Certificat en planification financière (cheminement mouvement Desjardins),4751,Planification financière (cheminement Mouvement Desjardins)
Axelander,Lachapelle,"3090 Rue Henri Dunant, Lachine, QC H8S 1R6",514-573-9347,27594860,lachapelle.alexander@univ.teluq.ca,LACA27594860,LACA26019409,Masculin,26-01-1994,Automne 2022,Finance,ECO 2400,Analyse macroéconomique,B,Certificat en planification financière (cheminement mouvement Desjardins),4751,Planification financière (cheminement Mouvement Desjardins)
Axelander,Lachapelle,"3090 Rue Henri Dunant, Lachine, QC H8S 1R6",514-573-9347,27594860,lachapelle.alexander@univ.teluq.ca,LACA27594860,LACA26019409,Masculin,26-01-1994,Automne 2022,Finance,FIN 1020,Administration financière 1,A,Certificat en planification financière (cheminement mouvement Desjardins),4751,Planification financière (cheminement Mouvement Desjardins)
Axelander,Lachapelle,"3090 Rue Henri Dunant, Lachine, QC H8S 1R6",514-573-9347,27594860,lachapelle.alexander@univ.teluq.ca,LACA27594860,LACA26019409,Masculin,26-01-1994,Automne 2022,Finance,SCO 1205,Initiation à la comptabilité financière,B,Certificat en planification financière (cheminement mouvement Desjardins),4751,Planification financière (cheminement Mouvement Desjardins)
Mila,Bouchard,"2095 Rue du Calvados, Saint-Bruno-de-Montarville, QC J3V 3K3",579-836-1037,67154859,bouchard.mila@univ.teluq.ca,BOUM67154859,BOUM31018617,Feminin,31-01-1986,Automne 2020,Gestion des technologies de l'information,ADM 6044,Gestion de projet en technologie de l'information,C,Programme court en gouvernance des technologies de l'information,589,Gouvernance des technologies de l'information
Mila,Bouchard,"2095 Rue du Calvados, Saint-Bruno-de-Montarville, QC J3V 3K3",579-836-1037,67154859,bouchard.mila@univ.teluq.ca,BOUM67154859,BOUM31018617,Feminin,31-01-1986,Automne 2020,Gestion des technologies de l'information,ADM 6048,Impartition des technologies de l'information,A,Programme court en gouvernance des technologies de l'information,589,Gouvernance des technologies de l'information
